DisputeStage,DisputeStatus,DisputeId,DueDate,ReasonCategory,DisputeTime,ReasonCode,ChargebackTxnAmount,MerchantUserId,TransactionChannel,CardType,TransactionTime,ChargebackAmount,ChargebackTxnCurrency,ReasonMsg,RefundPayType,WinRate,ARN,CardScheme,CardNumberMasked,CardBIN,CardFundingType,IssuerName,IssuerCountry,NetworkReasonCode,ChargebackReceivedDate,ChargebackCaseRef,RepresentmentDeadline,IsSecondPresentment,ProcessorName,AcquirerName,AcquirerMID,PaymentTransactionId,PspReferenceId,AuthorizationCode,PaymentMethod,TransactionAmount,TransactionCurrency,TransactionStatus,SettlementDate,AvsResult,CvvResult,ThreeDSStatus,ThreeDSLiabilityShift,DeviceIp,DeviceType,RefundIssued,RefundAmount,RefundDate,OrderId,OrderDate,ProductName,ProductCategory,Sku,Quantity,UnitPrice,OrderTotalAmount,OrderCurrency,OrderStatus,DeliveryStatus,ShippingCarrier,TrackingNumber,ShipDate,EstimatedDeliveryDate,ActualDeliveryDate,ProofOfDelivery,DeliverySignedBy,DeliveryAddressLine1,DeliveryCity,DeliveryState,DeliveryPostalCode,DeliveryCountry,BillingShippingMatch,UserId,UserFullName,UserEmail,UserPhone,AccountCreatedDate,KycVerified,AccountStatus,TotalOrdersLifetime,TotalSpendLifetime,AvgOrderValue,LastOrderId,LastOrderDate,PreviousChargebackCount,PreviousChargebacksWon,DisputeRatePct,CustomerRiskTier,CaseOutcome,OutcomeDate
PRE_ARB,NEED_RESPONSE,kmgjdshoiwer8802,2026-09-10 00:00:00,fraud,2026-06-12 20:46:25,Inquiry - ACHReturn,366,7665434528917652451,Ahjkoiywebkbmxiykjsdfskjdhfsj,KLARNA,2026-06-04T23:40:58Z,46.03,NGN,4868:Fraud Card Not Present Transaction,RefundToCredit,0.00814652587810486,39431290878141413975523,Klarna (BNPL),N/A,N/A,N/A,Klarna Bank AB,US,Inquiry - ACHReturn,2026-06-12,CBK-2026-200062,2026-09-10 00:00:00,No,Checkout.com,Checkout Ltd,MID406163675,TXN-20260604-93150000,ADY314319377425,433222,BNPL,366,NGN,Settled,2026-06-06,A - Address Only,N - No Match,A - Attempted,No,188.78.186.207,Desktop Web,Yes,366,2026-06-17,ORD-202606-100436,2026-06-04 23:20:58,Vitamin C Serum,Beauty,BTY-8017-WHT,2,183,366,NGN,Completed,Delivered,DHL Express,BD5067245523,2026-06-06,2026-06-09,2026-06-08,Yes - Signature,Chinedu Nakamura,"1600 Amphitheatre Pkwy, Unit 3",Mountain View,CA,94043,US,Yes,7665434528917652451,Chinedu Nakamura,chinedu.nakamura@outlook.com,+1436311814,2026-04-13,Yes,Active,36,10144.8,281.8,ORD-202604-846794,2026-04-25,0,0,0,Low,Decision Pending,
PRE_ARB,NEED_RESPONSE,Agysjdkfshjdwewuier234994,2026-09-11 00:00:00,others,2026-06-13 20:46:28,1350,29.87,7665434528917652452,Ahjsgfskjaksldwuleurhjhjdhfsj,AMEX,2026-06-04T22:35:19Z,16.68,IDR,4553:Cardholder Disputes Quality of Goods or Services,"OriginalRefund, RefundToCredit",0.00825128569865416,99693084887256394278816,American Express,376889XXXXX3200,376889,Debit,Barclays,NG,1350,2026-06-13,CBK-2026-200063,2026-09-11 00:00:00,No,PayU,PayU Payments Pvt Ltd,MID811545609,TXN-20260604-42062038,BRT283327078389,893988,Card - Ecom,29.87,IDR,Settled,2026-06-05,Z - Zip Only,M - Match,Y - Authenticated,Yes,199.247.183.11,Android App,Yes,29.87,2026-06-14,ORD-202606-100447,2026-06-04 21:29:19,Air Fryer 5L,Home & Kitchen,HNK-8989-WHT,2,14.94,29.87,IDR,Completed,Delivered,Aramex,FX6138636031,2026-06-07,2026-06-14,2026-06-14,Yes - OTP Confirmed,N/A,18 Admiralty Way,"Lekki, Lagos",Lagos,106104,NG,Yes,7665434528917652452,Wayan Garcia,wayan.garcia@outlook.com,+234383851293,2023-08-12,Yes,Active,36,1734.84,48.19,ORD-202606-144887,2026-06-05,1,0,2.78,Medium,Decision Pending,
PRE_ARB,NEED_RESPONSE,65jkhhdsfhsweriu12,2026-09-12 00:00:00,merchandise,2026-06-10 09:41:37,53,36.4,7665434528917652453,Ahjkoiywebkbmxiykjsdfskjdhfsj,DISCOVER,2026-03-22T01:55:13Z,26.88,USD,4555:Non-Receipt of Goods or Services,"OriginalRefund, RefundToCredit, RefundToAnotherPlatformAccount",0.00835604551920345,55779082723184322259136,Discover,601176XXXXXX6918,601176,Debit,Bank Mandiri,NG,53,2026-06-10,CBK-2026-200064,2026-09-12 00:00:00,Yes,Worldpay,Worldpay Inc.,MID825022076,TXN-20260322-74265413,WLP749445028286,269078,Card - Wallet Token,36.4,USD,Captured,2026-03-23,Y - Full Match,M - Match,Y - Authenticated,Yes,157.82.68.162,iOS App,Yes,36.4,2026-06-14,ORD-202603-100453,2026-03-22 01:25:13,Vitamin C Serum,Beauty,BTY-3406-BLK,2,18.2,36.4,USD,Completed,Delivered,Aramex,FX6920691967,2026-03-25,2026-04-01,2026-04-01,Yes - OTP Confirmed,N/A,18 Admiralty Way,"Lekki, Lagos",Lagos,106104,NG,Yes,7665434528917652453,Priya Patel,priya.patel@outlook.com,+234377304178,2025-07-24,Yes,Under Review,46,14277.02,310.37,ORD-202602-525151,2026-02-26,1,1,2.17,Medium,Not Fought,2026-07-05
PRE_ARB,NEED_RESPONSE,63jhkdsawuieyj16,2026-09-13 00:00:00,authorization,2026-06-10 20:46:22,37,46.45,7665434528917652454,Ahjsgfskjaksldwuleurhjhjdhfsj,VISA,2026-06-30T21:10:04Z,14.16,NGN,ReasonCode=C42,"RefundToCredit, OriginalRefund",0.00846080533975275,62912799088117298068650,Visa,496736XXXXXX5644,496736,Prepaid,Barclays,NG,37,2026-06-10,CBK-2026-200065,2026-09-13 00:00:00,Yes,Adyen,Adyen N.V.,MID346408985,TXN-20260630-74709513,WLP745750556928,943706,Card - Ecom,46.45,NGN,Settled,2026-07-01,A - Address Only,P - Not Processed,Y - Authenticated,Yes,207.119.42.73,Mobile Web,Yes,46.45,2026-06-11,ORD-202606-100460,2026-06-30 20:43:04,4K Action Camera,Electronics,ELC-5223-WHT,1,46.45,46.45,NGN,Completed,Delivered,Aramex,FX3536590481,2026-07-01,2026-07-06,2026-07-05,Yes - Signature,Meera Miller,18 Admiralty Way,"Lekki, Lagos",Lagos,106104,NG,Yes,7665434528917652454,Meera Miller,meera.miller@mail.com,+234861442766,2025-06-16,Yes,Under Review,15,4023.9,268.26,ORD-202601-647923,2026-01-31,1,0,6.67,Medium,Won,2026-06-28
PRE_ARB,NEED_RESPONSE,h5yiulkkas23492,2026-09-14 00:00:00,processing,2026-06-10 20:46:25,8,102.84,7665434528917652455,Ahjkoiywebkbmxiykjsdfskjdhfsj,MASTERCARD,2026-06-01T01:58:37Z,286.95,IDR,Nrid:466145570968213 ReasonCode : 4865,OriginalRefund,0.00856556516030204,88744956213721386589026,Mastercard,578126XXXXXX1117,578126,Prepaid,Bank Central Asia,US,8,2026-06-10,CBK-2026-200066,2026-09-14 00:00:00,No,Stripe,Wells Fargo Bank N.A.,MID983963824,TXN-20260601-29505652,WLP761106542386,556526,Card - Ecom,102.84,IDR,Captured,2026-06-03,Z - Zip Only,N - No Match,A - Attempted,No,31.19.196.239,Mobile Web,Yes,102.84,2026-06-15,ORD-202606-100464,2026-06-01 00:55:37,Vitamin C Serum,Beauty,BTY-9536-BLU,3,34.28,102.84,IDR,Completed,Delivered,DPD,UP7922974797,2026-06-04,2026-06-09,2026-06-09,Yes - Photo,N/A,742 Evergreen Terrace,Springfield,IL,62704,US,Yes,7665434528917652455,Rahul Kumar,rahul.kumar@outlook.com,+1930655747,2025-09-26,Yes,Suspended,10,1449.5,144.95,ORD-202603-560295,2026-03-07,1,1,10,Medium,Won,2026-06-19
PRE_ARB,NEED_RESPONSE,viosdyui6890wek13,2026-09-15 00:00:00,fraud,2026-06-10 20:46:28,1130,72,7665434528917652456,Ahjsgfskjaksldwuleurhjhjdhfsj,KLARNA,2026-06-26T00:20:32Z,691.28,USD,Not Recognized,<UNSET>,0.00867032498085133,80118489554393769042681,Klarna (BNPL),N/A,N/A,N/A,Klarna Bank AB,NG,1130,2026-06-10,CBK-2026-200067,2026-09-15 00:00:00,No,Adyen,Adyen N.V.,MID640273782,TXN-20260626-49493811,CKO228621452057,941945,BNPL,72,USD,Captured,2026-06-29,A - Address Only,P - Not Processed,A - Attempted,No,107.247.124.194,Desktop Web,No,0,,ORD-202606-100474,2026-06-25 23:27:32,Leather Sneakers,Footwear,FTW-8517-RED,3,24,72,USD,Completed,Delivered,DHL Express,UP1676220116,2026-06-28,2026-07-03,2026-07-02,Yes - OTP Confirmed,N/A,"12 Awolowo Road, Ikoyi",Lagos,Lagos,101233,NG,Yes,7665434528917652456,Emily Johnson,emily.johnson@gmail.com,+234617511527,2023-01-16,Yes,Active,33,5686.56,172.32,ORD-202604-170835,2026-04-19,0,0,0,Low,Won,2026-06-16
PRE_ARB,NEED_RESPONSE,kmgjdshoiwer8803,2026-09-16 00:00:00,others,2026-06-11 09:41:37,1262,77.27,7665434528917652457,Ahjkoiywebkbmxiykjsdfskjdhfsj,AMEX,2026-06-29T19:01:48Z,55.43,NGN,Unknown,RefundToCredit,0.00877508480140063,33433339521117908075957,American Express,344767XXXXX6172,344767,Prepaid,Capital One,NG,1262,2026-06-11,CBK-2026-200068,2026-09-16 00:00:00,Yes,PayU,PayU Payments Pvt Ltd,MID296357164,TXN-20260629-78603195,CKO342227048003,886609,Card - Ecom,77.27,NGN,Captured,2026-07-02,N - No Match,P - Not Processed,A - Attempted,No,149.16.177.101,Android App,Yes,77.27,2026-06-13,ORD-202606-100482,2026-06-29 17:56:48,Electric Toothbrush,Beauty,BTY-8490-BLK,1,77.27,77.27,NGN,Completed,Delivered,FedEx,FX7341757401,2026-07-01,2026-07-04,2026-07-03,Yes - Signature,Olivia Sharma,"12 Awolowo Road, Ikoyi",Lagos,Lagos,101233,NG,No,7665434528917652457,Olivia Sharma,olivia.sharma@outlook.com,+234438927967,2025-01-07,Yes,Active,19,824.03,43.37,ORD-202604-806848,2026-04-20,1,1,5.26,Medium,Lost,2026-06-18
CB,NEED_RESPONSE,Agysjdkfshjdwewuier234995,2026-09-17 00:00:00,merchandise,2026-06-11 20:46:22,173,19.101,7665434528917652458,Ahjsgfskjaksldwuleurhjhjdhfsj,DISCOVER,2026-06-24T08:19:11Z,42.14,IDR,4560:Credit Not Processed,"OriginalRefund, RefundToCredit",0.00887984462194993,29314386632270267288574,Discover,601158XXXXXX2650,601158,Debit,Barclays,NG,173,2026-06-11,CBK-2026-200069,2026-09-17 00:00:00,No,Worldpay,Worldpay Inc.,MID527780790,TXN-20260624-23284172,STR336481055559,953350,Card - Recurring,19.1,IDR,Settled,2026-06-27,Y - Full Match,P - Not Processed,Y - Authenticated,Yes,201.171.133.93,Desktop Web,Yes,19.1,2026-06-14,ORD-202606-100485,2026-06-24 07:20:11,Air Fryer 5L,Home & Kitchen,HNK-5222-BLU,1,19.1,19.1,IDR,Completed,Delivered,UPS,BD2820820806,2026-06-26,2026-07-03,2026-07-02,Yes - Photo,N/A,"7 Aminu Kano Crescent, Wuse II",Abuja,FCT,900288,NG,Yes,7665434528917652458,Michael Wijaya,michael.wijaya@outlook.com,+234542124908,2025-01-25,Yes,Active,18,2857.68,158.76,ORD-202601-812597,2026-01-15,1,1,5.56,Medium,Won,2026-07-05
CB,NEED_RESPONSE,65jkhhdsfhsweriu13,2026-09-18 00:00:00,authorization,2026-06-12 20:46:25,11.3,26.01,7665434528917652459,Ahjkoiywebkbmxiykjsdfskjdhfsj,VISA,2026-07-03T22:53:49Z,57.48,USD,unrecognized,"OriginalRefund, RefundToCredit, RefundToAnotherPlatformAccount",0.00898460444249922,49647598762202341326111,Visa,485609XXXXXX9821,485609,Debit,Barclays,US,11.3,2026-06-12,CBK-2026-200070,2026-09-18 00:00:00,No,Worldpay,Worldpay Inc.,MID128309105,TXN-20260703-63286118,BRT212026710909,375201,Card - Ecom,26.01,USD,Captured,2026-07-06,N - No Match,N - No Match,Y - Authenticated,Yes,69.126.145.114,Android App,Yes,26.01,2026-06-15,ORD-202607-100493,2026-07-03 21:28:49,Running Shoes,Footwear,FTW-3150-GRY,1,26.01,26.01,USD,Completed,Delivered,UPS,UP4895849088,2026-07-04,2026-07-07,2026-07-06,Yes - Signature,Rahul Miller,"55 Water Street, Floor 9",New York,NY,10041,US,Yes,7665434528917652459,Rahul Miller,rahul.miller@mail.com,+1130678197,2025-12-25,Yes,Active,25,5054.25,202.17,ORD-202512-440998,2025-12-12,1,0,4,Medium,Won,2026-06-21
CB,NEED_RESPONSE,63jhkdsawuieyj17,2026-09-19 00:00:00,processing,2026-06-13 20:46:28,4837,26.15,7665434528917652460,Ahjsgfskjaksldwuleurhjhjdhfsj,MASTERCARD,2026-07-01T18:01:47Z,43.22,NGN,The user reported that he/she did not receive the full/partial order,"RefundToCredit, OriginalRefund",0.00908936426304851,08254780774064930853686,Mastercard,571235XXXXXX9856,571235,Debit,Citibank,NG,4837,2026-06-13,CBK-2026-200071,2026-09-19 00:00:00,No,Nuvei,Nuvei Corporation,MID867658814,TXN-20260701-96703417,WLP515874926672,331307,Card - Recurring,26.15,NGN,Captured,2026-07-03,Z - Zip Only,N - No Match,Y - Authenticated,Yes,83.137.211.49,iOS App,Yes,26.15,2026-06-16,ORD-202607-100500,2026-07-01 17:40:47,Winter Jacket,Apparel,APP-3988-WHT,2,13.07,26.15,NGN,Completed,Delivered,J&T Express,BD3317856944,2026-07-02,2026-07-07,2026-07-06,Yes - Photo,N/A,18 Admiralty Way,"Lekki, Lagos",Lagos,106104,NG,Yes,7665434528917652460,Chinedu Wijaya,chinedu.wijaya@mail.com,+234218494225,2022-11-17,No,Under Review,48,10028.64,208.93,ORD-202606-574760,2026-06-10,1,1,2.08,Medium,Won,2026-07-07
CB,NEED_RESPONSE,h5yiulkkas23493,2026-09-20 00:00:00,fraud,2026-06-10 09:41:37,11.3,132,7665434528917652461,Ahjkoiywebkbmxiykjsdfskjdhfsj,KLARNA,2026-06-20T13:59:00Z,59.48,IDR,No Cardholder Authorisation,OriginalRefund,0.00919412408359781,64757051204618723460136,Klarna (BNPL),N/A,N/A,N/A,Klarna Bank AB,US,11.3,2026-06-10,CBK-2026-200072,2026-09-20 00:00:00,Yes,Braintree,PayPal Braintree,MID365388382,TXN-20260620-14497675,STR909433121328,908447,BNPL,132,IDR,Captured,2026-06-23,Z - Zip Only,P - Not Processed,Y - Authenticated,Yes,110.159.165.41,iOS App,Yes,132,2026-06-11,ORD-202606-100506,2026-06-20 12:54:00,Adjustable Dumbbell Set,Sports,SPT-9534-BLK,2,66,132,IDR,Completed,Delivered,Aramex,FX8366710477,2026-06-23,2026-06-25,2026-06-25,Yes - Signature,Rahul Sharma,742 Evergreen Terrace,Springfield,IL,62704,US,Yes,7665434528917652461,Rahul Sharma,rahul.sharma@yahoo.com,+1616716343,2026-02-09,Yes,Active,35,761.25,21.75,ORD-202603-477934,2026-03-14,3,2,8.57,High,Won,2026-07-18
CB,NEED_RESPONSE,viosdyui6890wek14,2026-09-21 00:00:00,others,2026-06-10 20:46:22,C08,135.11,7665434528917652462,Ahjsgfskjaksldwuleurhjhjdhfsj,AMEX,2026-07-02T21:09:19Z,51.52,USD,Cardholder dispute,<UNSET>,0.00929888390414711,00528127358573065240778,American Express,342850XXXXX4866,342850,Debit,Barclays,ID,C08,2026-06-10,CBK-2026-200073,2026-09-21 00:00:00,Yes,Adyen,Adyen N.V.,MID303770248,TXN-20260702-86061419,STR484586921817,439403,Card - Wallet Token,135.11,USD,Captured,2026-07-05,Z - Zip Only,M - Match,A - Attempted,No,146.79.230.76,Desktop Web,No,0,,ORD-202607-100514,2026-07-02 19:48:19,Electric Toothbrush,Beauty,BTY-9873-BLU,1,135.11,135.11,USD,Completed,Delivered,UPS,UP4310547909,2026-07-03,2026-07-06,2026-07-05,Yes - Signature,Amara Chen,"Jl. Sudirman No. 45, Apt 12B",Jakarta Selatan,DKI Jakarta,12190,ID,No,7665434528917652462,Amara Chen,amara.chen@gmail.com,+62100772905,2024-03-14,No,Active,51,4546.14,89.14,ORD-202511-119629,2025-11-27,3,3,5.88,High,Decision Pending,
CB,NEED_RESPONSE,kmgjdshoiwer8804,2026-09-22 00:00:00,merchandise,2026-06-10 20:46:25,4853,10.48,7665434528917652463,Ahjkoiywebkbmxiykjsdfskjdhfsj,DISCOVER,2026-06-26T14:57:32Z,449.42,NGN,No Cardholder Authorization,RefundToCredit,0.0094036437246964,73109678994053910371705,Discover,601189XXXXXX4912,601189,Prepaid,Access Bank,ID,4853,2026-06-10,CBK-2026-200074,2026-09-22 00:00:00,No,Cybersource,Chase Paymentech,MID952818991,TXN-20260626-17824896,BRT680962254427,142627,Card - Ecom,10.48,NGN,Captured,2026-06-27,Z - Zip Only,M - Match,Y - Authenticated,Yes,36.118.197.49,Android App,Yes,10.48,2026-06-12,ORD-202606-100520,2026-06-26 14:51:32,Air Fryer 5L,Home & Kitchen,HNK-9621-WHT,3,3.49,10.48,NGN,Completed,Delivered,J&T Express,BD8047628706,2026-06-27,2026-06-29,2026-06-29,Yes - Signature,Olivia Ibrahim,Jl. Gatot Subroto Kav 21,Jakarta,DKI Jakarta,12930,ID,Yes,7665434528917652463,Olivia Ibrahim,olivia.ibrahim@yahoo.com,+62699602642,2023-06-19,No,Active,44,7337,166.75,ORD-202605-903506,2026-05-13,1,1,2.27,Medium,Decision Pending,
CB,NEED_RESPONSE,Agysjdkfshjdwewuier234996,2026-09-23 00:00:00,authorization,2026-06-10 20:46:28,6000,22.06,7665434528917652464,Ahjsgfskjaksldwuleurhjhjdhfsj,VISA,2026-06-28T23:20:14Z,48.23,IDR,The user informs that he/she did not made the purchase,"OriginalRefund, RefundToCredit",0.0095084035452457,36845776004908240433504,Visa,498407XXXXXX8515,498407,Prepaid,Barclays,ID,6000,2026-06-10,CBK-2026-200075,2026-09-23 00:00:00,No,Cybersource,Chase Paymentech,MID201240032,TXN-20260628-15064880,WLP269031254384,245131,Card - Recurring,22.06,IDR,Captured,2026-07-01,Z - Zip Only,M - Match,A - Attempted,No,76.153.47.147,Mobile Web,Yes,22.06,2026-06-15,ORD-202606-100530,2026-06-28 22:48:14,Electric Toothbrush,Beauty,BTY-4562-BLK,1,22.06,22.06,IDR,Completed,Delivered,J&T Express,UP8923587668,2026-06-30,2026-07-07,2026-07-06,Yes - OTP Confirmed,N/A,Jl. Asia Afrika No. 8,Bandung,West Java,40111,ID,Yes,7665434528917652464,Amara Ibrahim,amara.ibrahim@outlook.com,+62951374399,2022-09-21,No,Active,11,1956.24,177.84,ORD-202601-611994,2026-01-21,1,1,9.09,Medium,Decision Pending,
CB,NEED_RESPONSE,65jkhhdsfhsweriu14,2026-09-24 00:00:00,processing,2026-06-11 09:41:37,AP,12.90,7665434528917652465,Ahjkoiywebkbmxiykjsdfskjdhfsj,MASTERCARD,2026-06-23T05:36:02Z,61.55,USD,Fraud,"OriginalRefund, RefundToCredit, RefundToAnotherPlatformAccount",0.00961316336579499,32067998136462251790864,Mastercard,588018XXXXXX5921,588018,Credit,Access Bank,NG,AP,2026-06-11,CBK-2026-200076,2026-09-24 00:00:00,Yes,Stripe,Wells Fargo Bank N.A.,MID930888412,TXN-20260623-27498659,STR716245869731,307731,Card - Wallet Token,12.9,USD,Settled,2026-06-26,Z - Zip Only,M - Match,A - Attempted,No,73.36.136.199,Mobile Web,Yes,12.9,2026-06-16,ORD-202606-100535,2026-06-23 05:15:02,Smart Fitness Band,Electronics,ELC-6298-GRY,3,4.3,12.9,USD,Completed,Delivered,Blue Dart,DH8010218218,2026-06-24,2026-06-28,2026-06-28,Yes - Photo,N/A,"7 Aminu Kano Crescent, Wuse II",Abuja,FCT,900288,NG,Yes,7665434528917652465,Tunde Okafor,tunde.okafor@gmail.com,+234220828027,2024-07-09,No,Suspended,23,6516.82,283.34,ORD-202602-483010,2026-02-02,1,0,4.35,Medium,Decision Pending,
CB,NEED_RESPONSE,63jhkdsawuieyj18,2026-09-25 00:00:00,fraud,2026-06-11 20:46:22,12.5,29.03,7665434528917652466,Ahjsgfskjaksldwuleurhjhjdhfsj,KLARNA,2026-07-03T18:26:50Z,37.01,NGN,Product Not Received,"RefundToCredit, OriginalRefund",0.00971792318634429,03924051477053833884879,Klarna (BNPL),N/A,N/A,N/A,Klarna Bank AB,US,12.5,2026-06-11,CBK-2026-200077,2026-09-25 00:00:00,No,Cybersource,Chase Paymentech,MID846326954,TXN-20260703-99692417,ADY741567640429,795759,BNPL,29.03,NGN,Captured,2026-07-05,Z - Zip Only,M - Match,A - Attempted,No,83.102.138.14,Mobile Web,Yes,29.03,2026-06-13,ORD-202607-100540,2026-07-03 18:14:50,Leather Sneakers,Footwear,FTW-1136-BLK,1,29.03,29.03,NGN,Under Investigation,Returned To Origin,UPS,BD4514021643,2026-07-04,2026-07-12,,No,N/A,"55 Water Street, Floor 9",New York,NY,10041,US,Yes,7665434528917652466,Meera Sharma,meera.sharma@outlook.com,+1811871111,2025-06-22,Yes,Active,23,4667.85,202.95,ORD-202512-120005,2025-12-03,3,3,13.04,High,Decision Pending,
CB,NEED_RESPONSE,h5yiulkkas23494,2026-09-26 00:00:00,others,2026-06-12 20:46:25,13.3,70.100,7665434528917652467,Ahjkoiywebkbmxiykjsdfskjdhfsj,AMEX,2026-07-06T12:03:36Z,55.67,IDR,Product Unsatisfactory,OriginalRefund,0.00982268300689358,76205554384046084325621,American Express,374787XXXXX7237,374787,Prepaid,Access Bank,ID,13.3,2026-06-12,CBK-2026-200078,2026-09-26 00:00:00,No,Braintree,PayPal Braintree,MID548108259,TXN-20260706-42260681,BRT568807487903,427557,Card - Recurring,70.1,IDR,Settled,2026-07-09,Z - Zip Only,M - Match,Y - Authenticated,Yes,178.70.103.221,Android App,Yes,70.1,2026-06-14,ORD-202607-100549,2026-07-06 10:54:36,Mobile Game Coin Pack,Digital Goods,DIG-6062-GRY,3,23.37,70.1,IDR,Completed,Digital Delivery - Completed,N/A (Digital),N/A,2026-07-06,2026-07-06,2026-07-06,Email receipt + IP log,N/A,N/A (Digital),N/A (Digital),N/A (Digital),N/A (Digital),ID,N/A,7665434528917652467,Rahul Miller,rahul.miller@gmail.com,+62245226262,2025-05-21,No,Active,13,2180.1,167.7,ORD-202603-788108,2026-03-18,1,0,7.69,Medium,Won,2026-07-16
CB,NEED_RESPONSE,viosdyui6890wek15,2026-09-27 00:00:00,merchandise,2026-06-13 20:46:28,13.5,67.16,7665434528917652468,Ahjsgfskjaksldwuleurhjhjdhfsj,DISCOVER,2026-06-18T17:51:26Z,255.99,USD,Transaction Amount Differs,<UNSET>,0.00992744282744288,99939330517289752677223,Discover,601150XXXXXX2111,601150,Credit,Bank Central Asia,SG,13.5,2026-06-13,CBK-2026-200079,2026-09-27 00:00:00,Yes,Checkout.com,Checkout Ltd,MID920917342,TXN-20260618-12015179,CKO555052635603,333365,Card - Ecom,67.16,USD,Captured,2026-06-19,Z - Zip Only,P - Not Processed,Y - Authenticated,Yes,168.250.166.222,Mobile Web,No,0,,ORD-202606-100558,2026-06-18 16:31:26,Mechanical Keyboard,Electronics,ELC-5043-RED,2,33.58,67.16,USD,Completed,Delivered,DPD,UP2175945569,2026-06-19,2026-06-21,2026-06-21,Yes - Signature,Sofia Wijaya,"34 Orchard Road, #08-12",Singapore,Central,238867,SG,No,7665434528917652468,Sofia Wijaya,sofia.wijaya@outlook.com,+65933454210,2025-07-25,Yes,Under Review,47,1127.53,23.99,ORD-202604-871051,2026-04-05,0,0,0,Low,Decision Pending,
CB,NEED_RESPONSE,kmgjdshoiwer8805,2026-09-28 00:00:00,authorization,2026-06-10 09:41:37,C050,03,7665434528917652469,Ahjkoiywebkbmxiykjsdfskjdhfsj,VISA,2026-06-18T07:22:36Z,55.23,NGN,PURCHASE_UNAUTHORIZED,RefundToCredit,0.0100322026479922,47264908277181298266570,Visa,451012XXXXXX7457,451012,Credit,HSBC,NG,C050,2026-06-10,CBK-2026-200080,2026-09-28 00:00:00,No,PayU,PayU Payments Pvt Ltd,MID588212379,TXN-20260618-22103709,CKO861601101953,780081,Card - Ecom,3,NGN,Captured,2026-06-19,Y - Full Match,P - Not Processed,Y - Authenticated,Yes,173.185.43.135,Mobile Web,Yes,3,2026-06-14,ORD-202606-100563,2026-06-18 06:30:36,Adjustable Dumbbell Set,Sports,SPT-9383-GRY,3,1,3,NGN,Completed,Delivered,DPD,DH7690274631,2026-06-21,2026-06-28,2026-06-28,Yes - Signature,Meera Patel,"7 Aminu Kano Crescent, Wuse II",Abuja,FCT,900288,NG,Yes,7665434528917652469,Meera Patel,meera.patel@gmail.com,+234506603082,2023-11-07,No,Active,30,8017.2,267.24,ORD-202511-905579,2025-11-23,0,0,0,Low,Decision Pending,
CB,NEED_RESPONSE,Agysjdkfshjdwewuier234997,2026-09-29 00:00:00,processing,2026-06-10 20:46:22,Other,01,7665434528917652470,Ahjsgfskjaksldwuleurhjhjdhfsj,MASTERCARD,2026-07-02T06:39:39Z,70.35,IDR,Credit Not Processed,"OriginalRefund, RefundToCredit",0.0101369624685415,97339776719903849830220,Mastercard,553934XXXXXX3459,553934,Prepaid,Guaranty Trust Bank,ID,Other,2026-06-10,CBK-2026-200081,2026-09-29 00:00:00,No,Checkout.com,Checkout Ltd,MID256094585,TXN-20260702-14352961,BRT765024208190,412938,Card - Recurring,1,IDR,Captured,2026-07-03,Y - Full Match,P - Not Processed,Y - Authenticated,Yes,56.82.145.157,Android App,Yes,1,2026-06-14,ORD-202607-100572,2026-07-02 05:34:39,Running Shoes,Footwear,FTW-8460-GRY,1,1,1,IDR,Completed,Delivered,FedEx,FX5125032122,2026-07-03,2026-07-09,2026-07-08,Yes - Signature,Priya Kumar,Jl. Asia Afrika No. 8,Bandung,West Java,40111,ID,Yes,7665434528917652470,Priya Kumar,priya.kumar@outlook.com,+62138482956,2024-09-07,Yes,Active,47,11723.21,249.43,ORD-202606-438503,2026-06-08,1,0,2.13,Medium,Lost,2026-07-11
CB,NEED_RESPONSE,65jkhhdsfhsweriu15,2026-09-30 00:00:00,fraud,2026-06-10 20:46:25,C31,13.26,7665434528917652471,Ahjkoiywebkbmxiykjsdfskjdhfsj,KLARNA,2026-07-02T23:58:14Z,29.24,USD,Cancelled Recurring,"OriginalRefund, RefundToCredit, RefundToAnotherPlatformAccount",0.0102417222890908,94695489952997877293430,Klarna (BNPL),N/A,N/A,N/A,Klarna Bank AB,US,C31,2026-06-10,CBK-2026-200082,2026-09-30 00:00:00,No,Cybersource,Chase Paymentech,MID125755631,TXN-20260702-72395893,ADY977063807544,745197,BNPL,13.26,USD,Settled,2026-07-04,Y - Full Match,N - No Match,N - Not Authenticated,No,100.108.5.164,Android App,Yes,13.26,2026-06-15,ORD-202607-100578,2026-07-02 23:45:14,Vitamin C Serum,Beauty,BTY-5614-BLU,1,13.26,13.26,USD,Completed,Delivered,DPD,FX3988564933,2026-07-05,2026-07-07,2026-07-07,Yes - OTP Confirmed,N/A,2200 Post Oak Blvd,Houston,TX,77056,US,Yes,7665434528917652471,Olivia Okafor,olivia.okafor@outlook.com,+1430468261,2023-10-12,Yes,Under Review,9,469.98,52.22,ORD-202512-676710,2025-12-06,3,2,33.33,High,Decision Pending,
